transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
8397,160,5,0,0,0,81,0,21,0
8398,108,23,4,0,0,89,2,28,0
8399,352,21,1,0,0,46,1,46,0
8400,566,9,0,1,0,84,2,48,0
8401,124,13,3,0,1,78,2,55,0
8402,483,7,4,0,0,46,3,38,0
8403,158,13,1,0,0,85,1,64,0
8404,139,13,0,0,0,90,0,21,0
8405,109,19,0,0,0,69,1,53,0
8406,42,22,3,0,0,96,1,68,0
8407,1,2,2,0,0,93,1,21,0
8408,50,0,4,0,0,88,2,53,0
8409,128,8,1,0,0,34,2,42,0
8410,86,8,0,0,0,91,3,64,0
8411,107,21,4,0,0,35,1,45,0
8412,710,1,1,0,0,52,0,53,0
8413,78,15,1,0,0,29,0,39,0
8414,108,7,0,0,0,36,0,64,0
8415,26,5,4,0,0,68,3,63,0
8416,9,22,1,0,0,53,0,32,0
8417,269,12,0,0,0,60,0,38,0
8418,152,0,4,0,0,59,4,28,0
8419,257,18,4,0,0,32,1,38,0
8420,29,14,0,0,0,40,1,58,0
8421,153,0,4,0,0,67,2,29,0
8422,53,9,2,0,0,93,2,67,0
8423,47,0,1,0,0,40,1,31,0
8424,2,11,1,0,0,80,5,20,0
8425,25,10,4,0,0,65,4,37,0
8426,67,16,0,0,0,32,4,55,0
8427,22,3,3,0,0,78,1,52,0
8428,767,22,4,0,0,29,0,41,0
8429,66,6,3,0,0,33,0,42,0
8430,25,11,4,1,0,90,2,19,0
8431,40,12,3,0,0,95,3,28,0
8432,159,4,4,0,0,54,2,29,0
8433,12,5,0,0,0,89,2,33,0
8434,357,1,3,0,1,54,3,40,0
8435,586,20,2,0,0,71,2,62,0
8436,51,6,0,0,0,55,3,33,0
8437,108,13,4,0,0,84,3,68,0
8438,4,21,3,0,0,99,0,51,0
8439,184,13,1,0,0,33,2,47,0
8440,96,9,0,0,0,78,2,26,0
8441,57,3,3,0,0,85,3,40,0
8442,42,2,0,0,0,88,3,21,0
8443,191,22,3,0,1,30,4,60,0
8444,97,13,1,1,0,69,2,45,0
8445,36,5,2,0,0,89,1,59,0
8446,210,22,1,0,0,61,5,24,0
8447,150,14,4,0,0,97,6,42,0
8448,352,7,0,0,1,41,4,54,0
8449,22,4,2,0,0,49,3,65,0
8450,277,2,0,0,0,74,1,24,0
8451,201,2,3,0,1,95,1,66,0
8452,22,12,4,0,0,55,1,38,0
8453,214,1,4,0,1,56,3,60,0
8454,105,23,0,0,0,72,1,57,0
8455,522,0,4,0,0,41,2,51,0
8456,27,11,0,0,0,85,3,57,0
8457,185,7,3,0,0,81,3,65,0
8458,87,18,3,0,0,81,1,54,0
8459,566,8,0,1,0,94,1,25,0
8460,72,13,1,0,0,57,3,19,0
8461,590,17,1,0,0,43,2,38,0
8462,417,9,3,0,0,39,1,37,0
8463,57,8,2,0,0,59,2,30,0
8464,293,5,1,0,0,73,5,29,0
8465,977,0,0,0,0,60,2,20,0
8466,52,4,3,0,0,78,3,20,0
8467,103,9,4,0,0,60,6,19,0
8468,132,12,4,1,0,77,2,63,0
8469,63,21,1,0,0,84,0,31,0
8470,3,22,2,0,0,98,4,20,0
8471,45,3,1,0,0,68,1,45,0
8472,60,0,2,1,0,57,3,25,0
8473,106,20,1,0,0,68,2,47,0
8474,34,1,4,0,0,79,1,28,0
8475,372,23,2,0,1,98,1,32,0
8476,220,3,4,0,0,68,0,34,0
8477,16,16,0,0,0,75,1,64,0
8478,189,9,0,0,0,75,3,27,0
8479,191,22,3,0,0,31,1,56,0
8480,563,11,4,0,0,25,5,47,0
8481,1,1,4,0,0,37,2,65,0
8482,51,2,3,0,0,97,1,33,0
8483,473,13,0,0,0,72,1,35,0
8484,484,14,0,0,0,71,4,47,0
8485,230,12,2,0,0,71,2,18,0
8486,261,8,2,0,1,34,3,64,0
8487,17,1,0,0,0,50,5,56,0
8488,130,18,1,1,0,74,2,57,0
8489,47,15,4,0,0,71,0,62,0
8490,36,10,2,0,0,68,2,18,0
8491,299,11,1,0,1,25,0,53,0
8492,26,0,2,0,1,87,0,52,0
8493,114,1,3,0,0,41,5,42,0
8494,502,15,4,0,0,41,1,61,0
8495,37,1,2,0,0,63,2,66,0
8496,687,18,0,0,0,67,4,36,0
8497,930,9,3,0,0,65,5,67,0
8498,146,18,3,0,1,39,4,50,0
8499,34,9,0,0,0,25,2,23,0
8500,68,15,3,0,0,82,0,55,0
8501,99,12,4,0,0,78,0,42,0
8502,67,15,2,1,0,99,0,47,0
8503,59,17,3,1,1,29,4,44,1
8504,645,23,4,0,0,86,1,64,0
8505,30,7,0,0,0,95,2,35,0
8506,238,23,2,0,0,70,1,28,0
8507,0,17,0,0,0,89,4,42,0
8508,163,12,2,0,0,52,2,39,0
8509,446,6,3,0,0,65,3,46,0
8510,61,20,3,0,1,47,1,42,0
8511,37,22,2,1,0,56,3,40,0
8512,190,23,4,0,0,82,1,27,0
8513,224,17,4,0,0,63,1,48,0
8514,210,5,4,1,0,57,2,56,0
8515,69,8,1,0,0,82,0,63,0
8516,52,5,4,1,0,56,2,41,0
8517,562,17,3,0,0,74,5,42,0
8518,462,16,1,0,0,75,0,65,0
8519,110,11,4,0,1,43,1,23,0
8520,337,2,3,0,0,27,2,62,0
8521,108,4,1,0,0,41,2,43,0
8522,99,6,3,0,0,67,1,40,0
8523,31,9,2,0,0,53,1,35,0
8524,100,9,3,0,0,68,4,50,0
8525,139,18,1,0,1,76,1,28,0
8526,4,3,4,0,0,52,2,21,0
8527,106,9,1,1,0,58,0,59,0
8528,274,17,4,0,0,78,5,47,0
8529,205,2,4,0,0,26,5,45,1
8530,181,20,0,0,0,41,4,20,0
8531,433,2,2,0,0,42,2,64,0
8532,3,4,0,1,0,52,4,37,0
8533,147,15,1,0,0,52,1,45,0
8534,279,19,0,1,0,76,0,54,0
8535,140,12,4,1,0,40,1,65,0
8536,70,10,1,0,0,57,2,27,0
8537,26,12,0,0,0,29,0,65,0
8538,393,18,3,0,0,69,5,64,0
8539,115,5,2,0,0,61,2,37,0
8540,379,23,3,0,0,76,2,53,0
8541,159,12,1,1,0,88,0,30,0
8542,202,3,0,0,1,86,3,35,0
8543,294,21,4,0,0,29,1,66,0
8544,194,4,0,0,0,35,4,41,0
8545,91,18,1,0,0,27,3,47,0
8546,130,4,1,0,0,75,4,33,0
8547,292,20,1,0,0,84,2,28,0
8548,84,13,1,0,0,90,1,56,0
8549,88,3,0,0,0,81,6,45,0
8550,18,11,3,0,0,41,1,19,0
8551,443,5,4,1,0,27,3,68,0
8552,17,18,4,0,0,27,0,32,0
8553,188,9,2,0,1,64,2,50,0
8554,96,0,1,0,1,87,2,44,0
8555,94,22,1,1,0,75,0,39,0
8556,205,22,1,0,0,25,2,47,0
8557,12,15,3,0,0,75,3,37,0
8558,162,3,1,0,0,28,0,41,0
8559,266,8,2,1,0,28,5,68,1
8560,317,17,2,0,0,71,4,66,0
8561,34,16,3,0,0,63,0,18,0
8562,410,14,1,0,0,73,3,55,0
8563,192,18,0,0,0,81,0,56,0
8564,384,6,0,0,0,63,2,63,0
8565,120,17,4,0,0,92,1,41,0
8566,141,5,3,0,0,41,2,18,0
8567,452,18,0,0,0,39,3,32,0
8568,414,20,4,0,0,52,3,33,0
8569,107,11,2,0,1,40,2,22,0
8570,58,2,4,0,0,30,0,22,0
8571,90,0,1,0,0,56,1,39,0
8572,88,4,1,0,0,49,0,68,0
8573,61,0,2,0,0,63,1,28,0
8574,56,7,3,0,0,41,2,50,0
8575,355,6,1,0,0,70,4,32,0
8576,13,14,1,0,0,77,3,36,0
8577,204,10,4,0,0,75,1,57,0
8578,34,17,4,0,0,42,2,59,0
8579,76,13,4,0,0,44,0,64,0
8580,11,8,0,0,0,29,4,44,0
8581,57,4,2,0,0,86,0,36,0
8582,263,22,3,0,0,36,1,58,0
8583,389,3,4,0,0,54,1,25,0
8584,45,11,3,0,0,40,4,44,0
8585,112,0,4,0,0,26,2,44,0
8586,114,23,1,0,0,27,2,54,0
8587,372,12,3,0,0,32,3,62,0
8588,259,0,0,0,0,61,2,28,0
8589,130,2,4,0,0,77,2,28,0
8590,200,21,2,0,1,79,3,63,0
8591,338,7,1,0,0,73,4,18,0
8592,2,23,4,0,0,83,2,67,0
8593,93,17,3,0,0,84,0,62,0
8594,428,15,4,0,0,70,1,68,0
8595,243,19,1,0,0,87,0,21,0
8596,141,19,2,0,0,56,1,18,0
8597,136,15,2,0,0,90,3,65,0
8598,77,1,2,0,0,28,1,53,0
8599,132,16,1,0,1,53,1,24,0
8600,192,9,4,0,0,73,3,59,0
8601,98,6,1,0,0,47,1,51,0
8602,225,9,1,0,0,27,2,55,0
8603,355,18,4,0,0,78,3,26,0
8604,30,19,0,1,0,45,4,24,0
8605,108,8,2,0,0,68,0,56,0
8606,94,21,3,0,0,44,0,36,0
8607,209,16,3,0,0,81,2,56,0
8608,52,8,4,1,0,93,1,33,0
8609,184,8,3,0,0,95,6,35,0
8610,378,4,0,0,0,76,3,24,0
8611,97,23,1,0,0,41,3,42,0
8612,435,6,2,0,0,90,4,48,0
8613,897,10,3,0,0,36,4,65,0
8614,20,7,3,0,0,82,2,40,0
8615,48,13,4,0,0,29,6,66,0
8616,541,1,4,0,0,96,1,40,0
8617,572,9,1,0,0,80,2,50,0
8618,19,20,2,0,0,70,3,61,0
8619,3,23,3,0,0,96,0,51,0
8620,32,15,1,0,0,42,1,26,0
8621,994,15,2,0,0,68,0,36,0
8622,36,18,1,0,0,67,2,50,0
8623,126,10,3,0,0,46,3,49,0
8624,340,5,4,0,0,84,3,29,0
8625,4,5,4,0,0,87,2,31,0
8626,167,6,4,0,0,48,0,30,0
8627,58,15,0,0,0,89,1,27,0
8628,357,12,1,1,0,53,3,50,0
8629,60,2,3,1,0,25,2,45,1
8630,209,23,1,0,0,25,5,38,0
8631,202,23,4,0,0,97,0,38,0
8632,45,8,1,0,0,45,3,46,0
8633,6,23,2,0,0,52,1,58,0
8634,95,2,1,0,0,42,1,49,0
8635,61,5,0,0,0,76,3,32,0
8636,298,16,0,0,0,90,0,65,0
8637,290,2,4,0,0,86,1,39,0
8638,110,1,3,0,0,43,0,42,0
8639,168,11,2,0,0,26,5,61,0
8640,167,23,3,0,1,94,0,35,0
8641,316,5,3,0,0,79,2,53,0
8642,100,9,2,1,0,81,2,32,0
8643,58,10,0,0,0,35,0,33,0
8644,55,15,4,0,1,40,3,30,0
8645,138,15,1,1,1,86,3,68,0
8646,107,23,0,0,0,51,0,43,0
8647,104,17,4,0,0,46,1,61,0
8648,17,21,0,0,0,27,1,27,0
8649,228,22,2,0,0,27,1,20,0
8650,43,23,3,0,0,45,4,62,0
8651,39,8,2,0,0,67,2,61,0
8652,96,20,1,0,0,94,1,27,0
8653,47,18,2,1,0,61,3,43,0
8654,158,1,3,0,0,80,2,64,0
8655,84,23,0,1,0,63,4,34,0
8656,107,0,4,0,0,44,3,22,0
8657,139,15,1,1,0,89,1,53,0
8658,41,21,0,0,0,59,2,62,0
8659,30,17,4,0,1,67,1,63,0
8660,382,2,3,0,0,45,3,33,0
8661,102,23,2,0,1,34,2,39,0
8662,96,0,0,0,0,69,2,20,0
8663,7,5,4,0,0,27,0,24,0
8664,124,18,4,0,1,67,3,38,0
8665,145,21,2,0,0,76,1,65,0
8666,147,18,0,0,1,65,6,42,0
8667,221,10,0,0,0,65,1,54,0
8668,35,7,3,0,0,33,1,28,0
8669,52,4,0,0,0,70,2,24,0
8670,300,19,2,0,0,40,1,39,0
8671,529,8,0,0,0,71,0,29,0
8672,26,14,3,0,0,52,3,27,0
8673,124,20,4,0,0,52,0,63,0
8674,43,13,0,0,1,99,1,36,0
8675,11,3,2,0,0,35,4,59,0
8676,71,23,0,0,0,53,0,33,0
8677,28,23,1,0,0,80,2,21,0
8678,223,7,3,0,0,96,3,23,0
8679,137,19,4,0,0,81,3,23,0
8680,28,16,1,0,0,77,4,68,0
8681,2,1,2,0,0,98,3,35,0
8682,297,19,0,0,0,83,1,52,0
8683,35,15,3,0,0,59,2,57,0
8684,168,9,0,0,0,76,2,66,0
8685,74,1,0,0,0,60,1,44,0
8686,159,10,0,0,0,82,4,20,0
8687,68,9,0,0,0,26,1,23,0
8688,16,18,3,0,0,52,3,46,0
8689,45,13,1,0,0,94,3,62,0
8690,38,10,2,0,0,87,2,45,0
8691,101,8,1,0,0,76,2,45,0
8692,193,6,3,0,0,84,5,43,0
8693,55,14,2,0,0,60,2,37,0
8694,2,19,4,0,1,86,2,33,0
8695,132,16,1,0,0,67,3,41,0
8696,168,2,3,0,0,63,1,30,0
8697,593,14,3,1,0,29,2,49,0
8698,160,13,3,0,0,99,3,60,0
8699,115,7,2,0,0,74,2,25,0
8700,153,3,0,0,0,40,2,53,0
8701,473,9,4,0,0,76,0,69,0
8702,317,1,2,1,0,93,2,28,0
8703,70,13,2,0,0,95,3,30,0
8704,49,7,1,0,0,27,1,63,0
8705,55,22,4,1,0,34,0,68,0
8706,126,9,3,0,0,75,0,46,0
8707,245,17,2,0,0,93,1,46,0
8708,126,14,4,1,0,56,1,51,0
8709,13,4,1,0,0,29,2,36,0
8710,231,21,0,0,0,67,3,33,0
8711,295,12,4,0,0,36,1,59,0
8712,62,17,3,0,0,55,1,48,0
8713,196,1,2,0,0,46,2,60,0
8714,100,12,0,0,0,83,0,66,0
8715,396,13,1,0,0,76,4,44,0
8716,336,9,3,0,0,71,2,68,0
8717,134,3,0,0,0,73,1,66,0
8718,212,14,1,0,1,80,0,31,0
8719,387,7,3,0,0,55,1,46,0
8720,123,14,2,0,0,83,0,40,0
8721,68,13,1,0,1,94,1,64,0
8722,252,20,0,0,1,67,2,45,0
8723,45,8,3,0,0,98,2,55,0
8724,89,19,4,1,0,29,2,27,0
8725,361,2,3,0,0,28,5,43,1
8726,232,14,0,0,0,39,1,40,0
8727,93,23,0,0,0,26,1,56,0
8728,44,16,4,0,0,73,3,35,0
8729,79,15,0,0,0,80,2,21,0
8730,60,3,3,0,0,32,0,65,0
8731,35,10,1,0,0,40,1,28,0
8732,245,7,3,0,1,88,6,60,0
8733,52,2,0,0,0,48,2,57,0
8734,109,18,4,0,0,79,2,57,0
8735,88,13,4,0,0,78,2,30,0
8736,724,8,2,0,0,93,2,42,0
8737,89,2,4,0,0,84,1,24,0
8738,15,3,4,0,0,55,0,47,0
8739,17,3,0,0,0,44,2,60,0
8740,161,10,1,0,0,78,3,23,0
8741,165,18,1,0,0,33,2,58,0
8742,98,15,0,0,0,58,0,49,0
8743,102,22,4,0,0,89,1,54,0
8744,10,21,3,0,0,40,1,38,0
8745,131,16,1,0,0,94,1,46,0
8746,126,9,0,0,0,30,5,68,0
8747,29,23,3,0,0,59,1,42,0
8748,20,16,4,0,0,27,3,67,0
8749,24,15,0,0,0,45,7,27,0
8750,19,19,1,0,0,31,6,36,0
8751,169,21,3,0,0,54,4,21,0
8752,39,5,3,0,0,46,2,46,0
8753,52,6,1,0,0,38,3,34,0
8754,34,13,3,0,1,79,4,51,0
8755,570,10,1,0,0,91,1,22,0
8756,347,11,0,0,0,29,3,23,0
8757,47,13,2,0,0,93,1,55,0
8758,71,4,4,0,0,83,1,52,0
8759,42,4,0,0,0,33,0,21,0
8760,122,19,4,1,0,72,1,64,0
8761,4,21,4,0,0,61,3,44,0
8762,200,22,1,0,0,92,1,58,0
8763,133,14,2,0,0,44,1,18,0
8764,412,0,4,0,0,74,1,33,0
8765,32,23,4,0,0,48,3,42,0
8766,293,22,0,0,0,95,1,57,0
8767,283,8,2,0,0,73,1,21,0
8768,24,2,2,0,0,32,4,53,0
8769,92,3,4,0,0,99,4,28,0
8770,34,15,2,0,0,97,2,35,0
8771,53,6,0,1,0,30,0,67,0
8772,55,21,1,0,0,64,0,40,0
8773,146,13,4,0,0,78,0,61,0
8774,95,15,3,0,1,41,1,22,0
8775,531,17,4,0,0,75,1,56,0
8776,24,15,4,0,0,26,1,64,0
8777,655,15,1,0,0,54,3,34,0
8778,47,1,3,0,0,56,2,65,0
8779,267,9,3,0,0,74,0,58,0
8780,75,6,3,0,0,95,1,30,0
8781,28,14,1,0,1,40,2,21,0
8782,351,8,2,0,0,79,3,60,0
8783,66,6,3,0,0,81,4,47,0
8784,194,23,2,0,0,69,2,63,0
8785,150,15,0,0,0,76,1,32,0
8786,115,2,1,0,0,95,2,25,0
8787,123,16,2,0,0,71,4,23,0
8788,237,22,3,0,0,57,3,21,0
8789,17,7,3,1,1,48,1,43,0
8790,199,1,2,0,0,59,2,42,0
8791,407,19,2,0,0,88,1,38,0
8792,11,2,0,0,0,84,1,46,0
8793,27,7,1,0,0,53,0,27,0
8794,227,1,4,0,0,42,4,37,0
8795,104,18,0,0,0,82,2,59,0
8796,93,16,0,1,0,72,2,37,0
8797,27,4,0,0,0,35,2,42,0
8798,127,19,3,0,0,27,4,24,0
8799,24,16,2,0,0,66,4,22,0
8800,117,9,1,0,0,42,1,24,0
8801,260,8,3,0,0,40,5,64,0
8802,54,21,0,1,0,65,6,47,0
8803,118,5,1,1,0,89,0,45,0
8804,869,10,3,1,0,67,3,34,0
8805,209,1,4,0,0,67,1,44,0
8806,331,22,0,0,0,55,6,35,0
8807,96,11,3,0,0,52,1,37,0
8808,263,11,3,0,0,75,5,19,0
8809,7,15,0,0,0,51,2,62,0
8810,24,21,4,0,0,33,4,39,0
8811,41,23,2,0,0,62,3,35,0
8812,93,11,4,1,0,60,2,25,0
8813,336,20,0,0,0,84,2,28,0
8814,77,17,2,0,0,81,1,40,0
8815,191,12,3,0,0,71,1,48,0
8816,222,14,4,0,0,92,2,38,0
8817,159,15,4,0,0,75,2,43,0
8818,80,3,2,0,0,82,2,61,0
8819,155,11,3,1,0,72,4,66,0
8820,75,16,4,0,0,83,3,41,0
8821,16,0,2,0,0,71,0,53,0
8822,888,21,4,0,0,39,0,69,0
8823,24,17,3,1,0,96,5,53,0
8824,14,21,3,0,0,26,7,34,0
8825,379,15,1,0,0,85,0,59,0
8826,65,0,2,0,0,64,0,65,0
8827,189,9,0,0,1,67,3,64,0
8828,72,18,4,0,1,72,1,51,0
8829,89,15,3,0,0,96,0,31,0
8830,55,13,4,1,0,93,0,44,0
8831,76,1,4,0,0,81,2,66,0
8832,95,23,0,0,0,92,1,42,0
8833,229,5,3,1,0,36,3,25,0
8834,129,21,1,0,0,98,1,25,0
8835,517,22,2,0,0,92,0,63,0
8836,8,4,4,0,0,75,0,54,0
8837,126,11,0,0,0,98,2,37,0
8838,158,3,0,0,0,53,2,59,0
8839,455,21,2,0,0,53,1,35,0
8840,9,23,2,0,0,37,1,50,0
8841,153,3,3,1,0,81,2,19,0
8842,346,4,4,0,0,70,2,56,0
8843,50,6,4,0,0,44,1,23,0
8844,376,5,2,0,0,83,1,24,0
8845,3,12,1,0,0,60,0,64,0
8846,237,3,4,0,0,25,2,59,0
8847,487,12,0,0,0,27,5,63,0
8848,193,3,2,0,0,68,4,20,0
8849,104,9,4,0,0,79,2,52,0
8850,8,19,3,1,0,84,3,58,0
8851,455,0,2,0,0,27,2,48,0
8852,114,20,0,1,0,87,1,57,0
8853,5,7,3,0,0,55,1,56,0
8854,211,6,2,0,0,85,2,31,0
8855,118,4,2,0,0,73,1,53,0
8856,24,2,4,0,0,68,1,37,0
8857,43,14,3,0,0,76,3,35,0
8858,12,16,2,0,0,55,1,45,0
8859,154,22,0,0,0,96,3,64,0
8860,175,12,3,0,0,73,1,55,0
8861,127,14,4,0,0,70,0,55,0
8862,306,18,1,0,0,78,1,51,0
8863,355,19,2,0,0,35,2,40,0
8864,172,13,1,0,0,89,2,49,0
8865,2,20,2,0,0,41,2,32,0
8866,214,12,4,1,0,52,5,69,0
8867,97,11,4,0,0,98,1,46,0
8868,150,23,4,0,0,33,1,55,0
8869,188,22,4,0,0,58,1,28,0
8870,78,8,3,0,0,44,2,65,0
8871,448,2,3,0,0,27,2,33,0
8872,26,10,2,0,0,25,2,61,0
8873,200,9,3,0,0,84,4,55,0
8874,1,0,2,1,0,74,3,56,0
8875,465,16,3,0,0,32,1,61,0
8876,21,12,3,0,0,42,0,68,0
8877,18,13,3,0,0,54,0,48,0
8878,73,0,0,0,0,46,2,22,0
8879,84,1,4,1,0,33,2,21,1
8880,43,1,0,0,0,46,2,43,0
8881,158,6,3,0,0,34,2,63,0
8882,105,8,3,0,0,91,4,27,0
8883,6,23,0,0,0,33,1,44,0
8884,69,3,2,0,0,71,6,24,0
8885,299,1,4,0,0,64,1,22,0
8886,211,18,2,0,0,60,3,52,0
8887,232,4,4,0,0,43,4,69,0
8888,216,8,1,0,0,26,2,51,0
8889,67,23,4,0,0,69,3,45,0
8890,19,12,2,0,0,57,1,52,0
8891,57,11,4,0,0,88,2,22,0
8892,321,18,1,0,0,50,2,32,0
8893,708,8,1,0,1,58,1,50,0
8894,123,9,3,0,0,87,5,45,0
8895,2,18,1,0,0,52,2,65,0
8896,27,9,0,0,0,30,1,45,0
8897,70,11,2,0,0,35,2,37,0
8898,156,13,0,0,0,70,3,45,0
8899,14,7,0,0,0,44,2,32,0
8900,517,15,2,0,0,60,2,38,0
8901,82,16,0,0,0,40,3,52,0
8902,439,19,0,0,1,94,3,58,0
8903,273,3,0,0,0,96,4,21,0
8904,253,5,1,1,0,69,1,44,0
8905,168,11,2,1,0,72,1,62,0
8906,177,17,2,0,0,28,3,27,0
8907,183,6,2,0,0,72,2,31,0
8908,178,4,0,0,0,91,3,64,0
8909,145,9,1,0,0,52,2,30,0
8910,774,5,2,0,0,54,3,19,0
8911,237,13,4,0,0,53,1,67,0
8912,270,5,2,0,0,45,3,60,0
8913,371,13,3,0,0,66,4,58,0
8914,44,11,4,0,0,74,3,58,0
8915,16,21,2,0,0,27,2,64,0
8916,119,11,0,0,0,89,2,62,0
8917,130,7,2,0,0,47,1,67,0
8918,318,9,1,0,0,29,1,46,0
8919,106,15,1,0,0,49,2,18,0
8920,152,19,2,0,0,59,4,34,0
8921,135,7,0,0,0,89,3,61,0
8922,7,8,0,0,0,63,1,45,0
8923,172,12,0,0,0,42,0,36,0
8924,317,19,2,0,0,49,6,50,0
8925,31,16,2,0,1,25,2,21,0
8926,162,18,3,0,0,86,1,68,0
8927,162,16,1,1,0,33,1,43,0
8928,32,6,4,0,0,65,1,41,0
8929,24,0,4,0,0,46,0,24,0
8930,705,19,1,0,0,90,2,60,0
8931,90,13,3,0,0,69,1,43,0
8932,46,16,1,0,0,76,3,33,0
8933,34,12,3,0,0,44,1,31,0
8934,198,1,3,0,0,36,2,68,0
8935,169,13,0,1,0,98,0,54,0
8936,186,0,1,0,0,88,2,29,0
8937,17,4,4,0,0,56,2,62,0
8938,403,6,2,0,0,86,2,28,0
8939,89,18,2,1,0,29,0,18,0
8940,68,13,1,0,0,68,5,52,0
8941,112,23,2,0,0,53,2,49,0
8942,89,13,3,1,0,57,1,67,0
8943,359,14,2,0,0,37,1,50,0
8944,477,4,3,0,0,74,1,22,0
8945,65,4,3,0,0,26,1,50,0
8946,359,20,4,0,0,99,2,19,0
8947,274,23,2,0,0,52,3,50,0
8948,481,1,4,0,0,42,2,41,0
8949,51,17,2,0,0,97,1,57,0
8950,155,23,3,1,0,90,1,30,0
8951,58,8,2,0,0,70,1,50,0
8952,313,9,4,0,0,41,0,24,0
8953,1,17,0,0,0,57,1,52,0
8954,150,3,4,0,0,57,1,36,0
8955,75,7,0,0,0,54,3,51,0
8956,70,17,1,1,0,46,3,51,0
8957,186,19,4,0,0,77,4,43,0
8958,343,16,2,0,0,70,2,23,0
8959,169,15,0,1,0,68,1,43,0
8960,345,17,2,0,0,99,1,52,0
8961,55,6,0,0,0,58,2,40,0
8962,132,0,4,1,0,52,2,44,0
8963,108,0,4,0,0,59,1,27,0
8964,2,17,2,0,0,92,2,53,0
8965,146,3,4,0,0,33,1,47,0
8966,195,22,2,0,0,46,2,51,0
8967,161,19,3,0,0,85,4,56,0
8968,240,20,0,0,0,49,2,69,0
8969,152,19,2,0,0,65,3,50,0
8970,12,3,0,0,0,31,1,26,0
8971,22,5,3,1,0,83,2,18,0
8972,163,2,0,0,0,96,4,50,0
8973,58,5,2,0,0,91,2,24,0
8974,15,12,4,0,0,57,1,26,0
8975,101,22,0,0,1,89,6,33,0
8976,145,6,0,0,0,84,1,47,0
8977,72,23,3,0,0,82,2,35,0
8978,229,3,1,0,0,68,0,41,0
8979,186,0,4,0,0,72,4,68,0
8980,73,5,2,0,0,61,1,31,0
8981,253,23,3,0,0,49,1,63,0
8982,188,4,2,0,0,49,4,46,0
8983,183,12,2,0,0,81,0,54,0
8984,145,18,0,0,1,37,2,55,0
8985,2,3,3,0,0,36,5,36,1
8986,215,23,3,0,0,87,4,23,0
8987,85,5,4,0,0,86,1,22,0
8988,514,12,1,0,0,52,3,28,0
8989,307,4,2,0,0,79,0,24,0
8990,159,12,4,0,0,99,2,27,0
8991,52,9,4,0,0,66,1,35,0
8992,41,2,2,0,0,85,3,57,0
8993,75,22,0,0,0,62,3,50,0
8994,117,12,0,0,0,29,1,32,0
8995,63,11,2,0,0,72,3,28,0
8996,130,3,3,0,0,59,4,35,0
8997,33,9,1,0,0,72,3,46,0
8998,685,2,0,0,0,38,1,20,0
8999,21,16,1,0,0,78,1,47,0
9000,484,8,4,0,0,50,4,68,0
9001,441,0,4,0,0,67,2,30,0
9002,134,17,2,0,0,66,1,43,0
9003,232,8,2,0,0,42,1,36,0
9004,103,20,2,0,0,79,2,28,0
9005,179,19,0,0,1,74,4,22,0
9006,75,8,1,0,0,45,3,42,0
9007,64,1,4,0,0,58,2,46,0
9008,155,18,1,0,0,64,3,39,0
9009,124,15,0,0,0,54,5,62,0
9010,156,2,1,0,0,94,2,42,0
9011,61,15,1,1,0,49,3,49,0
9012,82,20,2,1,0,93,3,52,0
9013,16,12,1,0,0,53,3,69,0
9014,10,2,1,0,0,91,3,34,0
9015,53,9,1,0,0,81,5,43,0
9016,14,21,3,1,0,71,2,20,0
9017,20,17,4,0,0,41,1,53,0
9018,302,5,4,0,0,73,0,50,0
9019,7,5,1,0,0,74,0,48,0
9020,194,17,2,0,0,29,4,24,0
9021,57,5,2,0,0,37,1,37,0
9022,369,5,2,1,0,87,2,63,0
9023,119,21,4,0,0,63,3,60,0
9024,66,12,0,0,0,92,2,36,0
9025,131,13,1,0,0,69,1,62,0
9026,87,20,4,0,1,41,2,57,0
9027,150,6,2,0,0,83,4,22,0
9028,22,12,4,0,0,83,2,49,0
9029,1045,14,4,0,0,32,1,67,0
9030,100,11,4,0,1,54,4,63,0
9031,77,20,2,0,0,27,1,34,0
9032,223,0,0,1,0,41,3,61,0
9033,81,2,3,1,0,75,4,25,0
9034,322,17,1,0,0,48,1,52,0
9035,109,21,1,0,0,88,3,23,0
9036,229,7,4,0,0,98,4,61,0
9037,20,1,0,1,0,95,0,66,0
9038,337,3,2,0,0,73,5,21,0
9039,240,17,3,0,0,44,0,51,0
9040,43,12,3,0,0,53,1,18,0
9041,28,14,4,0,0,34,1,45,0
9042,68,1,4,0,0,33,2,68,0
9043,672,9,2,0,0,95,2,44,0
9044,53,1,2,0,0,87,2,67,0
9045,110,20,2,0,0,57,0,38,0
9046,5,11,4,0,0,48,3,42,0
9047,91,4,0,0,0,56,7,41,0
9048,152,11,4,0,0,28,2,45,0
9049,551,22,4,0,0,86,0,19,0
9050,131,0,3,0,0,46,2,24,0
9051,308,1,2,0,0,47,0,28,0
9052,143,15,1,0,0,50,1,47,0
9053,8,21,2,0,0,73,5,61,0
9054,68,1,0,1,0,68,3,36,0
9055,154,15,0,0,0,46,3,23,0
9056,541,19,2,0,1,91,2,58,0
9057,353,15,2,0,0,66,2,33,0
9058,47,5,4,0,0,76,1,36,0
9059,45,12,1,0,1,41,1,43,0
